id,kind,jurisdiction,identifier,title,status,introduced,url,fears,controls,agencies
os-6da2959a-db29-457e-97cf-c9f309879487,bill,New Jersey,S 4401,"Requires BPU to conduct study on environmental, infrastructural, and financial impacts of data center development in State.",pending,2026-06-04,https://openstates.org/nj/bills/222/S4401/,power-bills,,New Jersey Board of Public Utilities
os-f2ffa6d1-0536-4039-b5e9-a5d200fb29ea,bill,Pennsylvania,SB 1359,An Act imposing a Statewide moratorium on hyperscale data center development and permitting; and providing for enforcement.,pending,2026-06-04,https://openstates.org/pa/bills/2025-2026/SB1359/,,data-center-limits,
os-4e146b80-deda-4463-a7f3-72cbd8043991,bill,Pennsylvania,SB 1349,An Act providing for transparency in use of generative artificial intelligence; requiring disclosure of synthetic content; providing for establishment of content verification tools; imposing duties on the Bureau of Consumer Protection in the Office of Attorney General; and imposing penalties.,pending,2026-06-04,https://openstates.org/pa/bills/2025-2026/SB1349/,,labeling-mandates; mandatory-reporting; new-agency-powers,
os-047351af-35be-42fe-bcae-3b55f6fefbd5,bill,Michigan,SB 1019,Businesses: other; Michigan zoning enabling act; make subject to the data center regulation act. Amends sec. 205 of 2006 PA 110 (MCL 125.3205).   TIE BAR WITH: SB 1018'26,pending,2026-06-04,https://openstates.org/mi/bills/2025-2026/SB1019/,,,
os-884909ba-a02c-4e90-ac01-18b5a52cfd92,bill,Michigan,SB 1020,Public utilities: public service commission; moratorium on approvals by the Michigan public service commission of any new enterprise data centers; provide for. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 10ii.,pending,2026-06-04,https://openstates.org/mi/bills/2025-2026/SB1020/,,data-center-limits,Michigan Public Service Commission
os-1628d603-ab38-4741-bf05-91811c38a852,bill,Michigan,SB 1018,Businesses: other; moratorium on certain approvals for and operation of any new data centers; provide for. Creates new act.   TIE BAR WITH: SB 1019'26,pending,2026-06-04,https://openstates.org/mi/bills/2025-2026/SB1018/,,data-center-limits,
os-102e4920-e3bd-4aac-9d9e-1c2a06e773c0,bill,New Jersey,S 4402,"""Responsible Data Center Development and Resource Protection Act""; establishes Statewide framework concerning siting, land use approval, energy sourcing, water use, and environmental impacts of large load data center development.",pending,2026-06-04,https://openstates.org/nj/bills/222/S4402/,,data-center-limits,
os-8bbdbe88-70dd-41f8-afc4-64f68e2b86bd,bill,New Jersey,S 4400,Requires DEP to conduct study of short and long term effects of water use by large-scale data centers.,pending,2026-06-04,https://openstates.org/nj/bills/222/S4400/,,mandatory-reporting,
us-119-hr-9125,bill,Congress,H.R. 9125,Sectoral AI Governance Act of 2026,pending,2026-06-03,https://www.congress.gov/bill/119th-congress/house-bill/9125,,,
us-119-s-4656,bill,Congress,S. 4656,Secure and Accountable Military AI Act of 2026,pending,2026-06-02,https://www.congress.gov/bill/119th-congress/senate-bill/4656,,,
os-1c04b2e7-f8c7-49d1-b3cf-6cd0a1c4d5c3,bill,New Jersey,A 5184,Requires boards of education to adopt policy on use of artificial intelligence; requires DOE to establish model policy.,pending,2026-06-01,https://openstates.org/nj/bills/222/A5184/,,new-agency-powers,
os-b7c4d91a-54d5-4bbc-970a-646704a05c19,bill,New York,A 11560,Enacts the responsible data center development act,pending,2026-06-01,https://openstates.org/ny/bills/2025-2026/A11560/,,data-center-limits,
os-8fe5c79e-6507-4bf3-9d38-dcc42bb5d0e6,bill,New York,S 10642,Enacts the responsible data center development act,pending,2026-06-01,https://openstates.org/ny/bills/2025-2026/S10642/,,data-center-limits,
os-8fa27234-539b-401e-8434-3cb854b60f05,bill,Pennsylvania,HB 2533,"An Act amending the act of July 31, 1968 (P.L.805, No.247), known as the Pennsylvania Municipalities Planning Code, in zoning, providing for optional moratorium on filing or consideration of new applications for high impact data centers.",pending,2026-05-27,https://openstates.org/pa/bills/2025-2026/HB2533/,,data-center-limits,
os-986a081f-fea2-4d42-9fe8-9f3e54f68ea9,bill,Puerto Rico,PS 1297,"Para crear la “Ley para Regular los Chatbots de Salud Mental e Inteligencia Artificial
Terapéutica en Puerto Rico”, a los fines de establecer normas sobre divulgación, uso,
supervisión, manejo de crisis, protección de datos y prohibiciones aplicables a
sistemas automatizados relacionados con servicios de salud mental; disponer
fiscalización, sanciones administrativas, reglamentación; y para otros fines
relacionados.",pending,2026-05-27,https://openstates.org/pr/bills/2025-2028/PS1297/,,mandatory-reporting; new-agency-powers,
os-ba57b401-69f1-4c8f-8f3e-5ef2db553365,bill,Pennsylvania,HB 2539,"An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in Computer Data Center Equipment Incentive Program, further providing for application for certification, for eligibility requirements relating to Sales and Use Tax Refund Program and for eligibility requirements relating to Sales and Use Tax Exemption Program.",pending,2026-05-27,https://openstates.org/pa/bills/2025-2026/HB2539/,,,
os-0d54b83a-5434-4fad-b352-c91574c177d5,bill,Ohio,HB 957,Prohibit new data center sales tax exemptions from being granted,pending,2026-05-27,https://openstates.org/oh/bills/136/HB957/,,,
os-d604a80a-0547-4913-8444-9d6fe632ba60,bill,New York,S 10574,Relation to the regulation of the use of artificial intelligence and facial recognition technology in criminal investigations,pending,2026-05-26,https://openstates.org/ny/bills/2025-2026/S10574/,,mandatory-reporting,New York Division of Criminal Justice Services
os-88449704-671d-41bd-8542-86d1c6ffe239,bill,Pennsylvania,HB 2534,"An Act providing for artificial intelligence transparency, for duties of covered providers of generative artificial intelligence systems and for large online platforms and generative artificial intelligence system hosting platforms; and imposing a penalty.",pending,2026-05-26,https://openstates.org/pa/bills/2025-2026/HB2534/,,,
os-487907c3-a07d-478b-a1b5-a588bdce5192,bill,Pennsylvania,SB 1332,An Act providing for notice of use of artificial intelligence or generative artificial intelligence in political advertisements.,pending,2026-05-21,https://openstates.org/pa/bills/2025-2026/SB1332/,,labeling-mandates,
os-2fb66d72-5a66-46c1-8118-7f9d8cfc306d,bill,New York,S 10546,Enacts the homegrown energy act,pending,2026-05-20,https://openstates.org/ny/bills/2025-2026/S10546/,,data-center-limits,
os-24bdcb52-a1b7-4cb0-af11-f23aebb480b7,resolution,Louisiana,HR 302,TECHNOLOGY: Requests the Legislative Youth Advisory Council to discuss artificial intelligence issues that may affect young people in Louisiana,pending,2026-05-19,https://openstates.org/la/bills/2026/HR302/,,,
us-119-hr-8881,bill,Congress,H.R. 8881,SBA Artificial Intelligence Utilization Act of 2026,pending,2026-05-19,https://www.congress.gov/bill/119th-congress/house-bill/8881,,mandatory-reporting,Small Business Administration
us-119-hr-8893,bill,Congress,H.R. 8893,Protecting Consumers from Deceptive AI Act,pending,2026-05-19,https://www.congress.gov/bill/119th-congress/house-bill/8893,,,
os-e91fdd8a-7223-4dd5-9028-8eb5927217b8,bill,New York,S 10487,"Enacts the ""data center water stewardship and reuse act""",pending,2026-05-15,https://openstates.org/ny/bills/2025-2026/S10487/,power-bills,,
os-83ebb71e-7a83-49e8-be5e-10b3e000b4f0,bill,New York,S 10373,Relates to third party verification of compliance with transparency and safety requirements for developers of artificial intelligence models,pending,2026-05-15,https://openstates.org/ny/bills/2025-2026/S10373/,,mandatory-reporting,
os-06e7adc7-6537-45f4-9eac-6744059fe1c7,bill,New York,S 10425,Relates to disclosure of the use of artificial intelligence by law enforcement agencies,pending,2026-05-15,https://openstates.org/ny/bills/2025-2026/S10425/,,mandatory-reporting,
us-119-hr-8819,bill,Congress,H.R. 8819,Federal Artificial Intelligence Risk Management Act of 2026,pending,2026-05-14,https://www.congress.gov/bill/119th-congress/house-bill/8819,,,
os-5f9d9eca-973a-41c7-ab29-6834939d7f9a,bill,New York,S 10349,Prohibits the department of corrections and community supervision from using artificial intelligence in parole determinations,pending,2026-05-14,https://openstates.org/ny/bills/2025-2026/S10349/,bias,,
os-9d705f23-3e0d-4f07-b393-e93bf9ac89f1,bill,New Jersey,A 5088,"""AI Likeness Protection Act""; concerns distributing realistic representation of individual's image, likeness, or voice created using generative artificial intelligence.",pending,2026-05-14,https://openstates.org/nj/bills/222/A5088/,deepfakes,,
os-ffdafc6e-ccf0-4693-a3f5-c2ed80113346,bill,New Jersey,A 5090,"""GAI Accountability Act;"" imposes civil penalties on generative artificial intelligence platforms engaging in harmful activity, including exploitation of children.",pending,2026-05-14,https://openstates.org/nj/bills/222/A5090/,,,
os-35a212b5-2ea3-42b5-bc82-8e94eacf6d6d,bill,Pennsylvania,HB 2516,"An Act amending the act of July 31, 1968 (P.L.805, No.247), known as the Pennsylvania Municipalities Planning Code, in general provisions, further providing for definitions; in comprehensive plan, providing for comprehensive plan element for commercial data centers; and, in zoning, providing for zoning, commercial data centers and agricultural land protections and for zoning, commercial data centers, approval procedure and minimum standards.",pending,2026-05-13,https://openstates.org/pa/bills/2025-2026/HB2516/,,data-center-limits,
os-a957653f-9529-4cf6-8274-93ce8770dbc6,bill,Pennsylvania,HB 2515,"An Act providing for commercial data center transparency regarding energy use, water use and noise pollution; imposing duties on the Department of Environmental Protection, the Department of Transportation and the Office of Attorney General; and imposing civil penalties.",pending,2026-05-13,https://openstates.org/pa/bills/2025-2026/HB2515/,power-bills,,Pennsylvania Department of Environmental Protection; Pennsylvania Department of Transportation; Pennsylvania Office of Attorney General
us-119-hr-8747,bill,Congress,H.R. 8747,K–12 AI Literacy and Readiness Act of 2026,pending,2026-05-12,https://www.congress.gov/bill/119th-congress/house-bill/8747,,,
os-e74c1de5-56d4-4235-a9c6-d9ea1cc283f9,bill,New York,S 10290,Relates to restricting the use of electronic monitoring and automated employment decision tools,pending,2026-05-11,https://openstates.org/ny/bills/2025-2026/S10290/,,labeling-mandates; mandatory-reporting,
os-dd5be5e6-ad23-4c58-b592-d6fbe44feb67,bill,New York,A 11320,Prohibits the department of corrections and community supervision from using artificial intelligence in parole determinations,pending,2026-05-11,https://openstates.org/ny/bills/2025-2026/A11320/,bias,,
os-f84ff790-31db-49d2-b663-4ba6249bca7f,bill,New York,S 10241,Relates to the use of artificial intelligence for utilization review,pending,2026-05-08,https://openstates.org/ny/bills/2025-2026/S10241/,,mandatory-reporting,
os-84424aa3-a880-4d19-99fc-12b320759ba6,bill,Pennsylvania,HB 2496,"An Act amending the act of July 31, 1968 (P.L.805, No.247), known as the Pennsylvania Municipalities Planning Code, in general provisions, providing for pause on data center proposals.",pending,2026-05-08,https://openstates.org/pa/bills/2025-2026/HB2496/,,data-center-limits,
os-52cceb14-1350-4a6b-b72a-bb505a2abd75,bill,New Jersey,A 4981,Regulates use of artificial intelligence-based systems for electronic monitoring regarding employment and public services.,pending,2026-05-07,https://openstates.org/nj/bills/222/A4981/,,,
os-9d25d14d-a1d6-439b-899a-6a1745431238,bill,New Jersey,A 4945,"Requires BPU to conduct study on environmental, infrastructural, and financial impacts of data center development in State.",pending,2026-05-07,https://openstates.org/nj/bills/222/A4945/,power-bills,,New Jersey Board of Public Utilities
os-62202a8e-ba9a-47ac-bf5b-f2a54a9b24c8,resolution,Louisiana,HR 249,STUDENT/STANDARDS: Requests the State Board of Elementary and Secondary Education to incorporate artificial intelligence into content standards,pending,2026-05-06,https://openstates.org/la/bills/2026/HR249/,,,
os-e04f8c7a-7f1a-407d-8c8f-07d51e523f54,bill,New Jersey,S 4088,Prohibits advertising generative artificial intelligence as able to practice regulated profession or occupation.,pending,2026-05-04,https://openstates.org/nj/bills/222/S4088/,,labeling-mandates,
os-398d9300-dc31-48cc-841e-d713bb0e1940,bill,New Jersey,S 4075,Regulates use of artificial intelligence-based systems for electronic monitoring regarding employment and public services.,pending,2026-05-04,https://openstates.org/nj/bills/222/S4075/,,,
os-65391c72-29c2-4212-8a5a-ef64d0c29d7a,bill,New York,A 11175,Relates to notification requirements of public employers regarding intentions to acquire or deploy any new application or technology that utilizes artificial intelligence,pending,2026-05-01,https://openstates.org/ny/bills/2025-2026/A11175/,,mandatory-reporting,
os-b7966cc4-95ec-4fb1-be68-ff07218db986,bill,New York,S 10133,Prohibits the use of most artificial intelligence in classrooms prior to high school,pending,2026-04-30,https://openstates.org/ny/bills/2025-2026/S10133/,,,
os-e47da6b4-9fd2-4d2b-b849-12c4180236f8,bill,North Carolina,SB 963,"AI Chatbots-Licensing, Safety, and Privacy.",pending,2026-04-30,https://openstates.org/nc/bills/2025/SB963/,,,
os-c8cdd19e-83c0-46ef-a2ba-70c64f3ca84a,bill,North Carolina,SB 981,AI in Ed Task Force and Standards.,failed,2026-04-30,https://openstates.org/nc/bills/2025/SB981/,,,
os-7a457cbf-235f-4f75-8ab8-9985e1ccd84e,resolution,North Carolina,HR 1177,Consumer Protection Artificial Intelligence Bill of Rights.,pending,2026-04-30,https://openstates.org/nc/bills/2025/HR1177/,,,
os-d199916a-56b1-4565-afb7-97ce30b685b7,bill,North Carolina,SB 988,Protecting Workers in the Age of AI Act.,failed,2026-04-30,https://openstates.org/nc/bills/2025/SB988/,,,
os-80426362-0918-4021-8cbd-53e23bb788ec,bill,Illinois,HB 5760,AI WORK TRANSITION COMMISSION,pending,2026-04-30,https://openstates.org/il/bills/104th/HB5760/,,,Illinois AI Work Transition Commission
us-119-s-4414,bill,Congress,S. 4414,LIFT AI Act,pending,2026-04-28,https://www.congress.gov/bill/119th-congress/senate-bill/4414,,,
os-91564ecc-84ac-452e-adcb-4a703dfc3b4e,bill,North Carolina,SB 864,Safe and Responsible AI in Schools Act.,pending,2026-04-28,https://openstates.org/nc/bills/2025/SB864/,,,
us-119-s-4407,bill,Congress,S. 4407,CHATBOT Act,pending,2026-04-28,https://www.congress.gov/bill/119th-congress/senate-bill/4407,,,
us-119-hr-8526,bill,Congress,H.R. 8526,"To amend the Public Health Service Act to update quality standards for mammography facilities for the use of AI systems, and for other purposes.",pending,2026-04-27,https://www.congress.gov/bill/119th-congress/house-bill/8526,,,
